ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
101589,47083,4,Henningm,35.0,856582613.0,Entrepreneur,125977.6,10426.133333333331,7.0,5.0,13.0,2.0,"not specified,home equity loan",27.0,19.0,11.02,2.0,Standard,581.65,42.8915779937646,383.0,Yes,149.98251586409074,114.73473953968752,High_spent_Large_value_payments,1008.351201563745,Standard
73941,39663,4,Vaughana,46.0,632704061.0,Scientist,67361.38,5497.448333333334,2.0,4.0,1.0,0.0,No Data,5.0,6.0,11.47,4.0,Good,1013.66,31.255036655024263,203.0,No,0.0,81.49038940638512,High_spent_Large_value_payments,708.2544439269483,Good
25584,48553,7,Rickl,20.0,216652934.0,Media_Manager,68845.08,5570.09,10.0,7.0,20.0,6.0,"personal loan,student loan,home equity loan,home equity loan,not specified,auto loan",28.0,22.0,2.7,11.0,Bad,1498.12,34.65820945590417,188.0,Yes,300.2551350813974,46.07901511241481,High_spent_Medium_value_payments,331.2690569268533,Poor
99309,12670,4,Jennifery,18.0,527064214.0,Mechanic,62008.35000000001,5256.3625,10.0,7.0,21.0,3.0,"credit-builder loan,credit-builder loan,not specified",45.0,16.0,11.31,12.0,Standard,2360.12,35.80869216194696,115.0,Yes,127.3921470520096,109.37767704457148,High_spent_Small_value_payments,469.3347669846354,Poor
24464,7048,3,Oreskovicy,23.0,137524360.0,Architect,20835.39,1707.2825,3.0,3.0,1.0,4.0,"auto loan,payday loan,debt consolidation loan,home equity loan",15.0,12.0,11.64,3.0,Good,1491.94,26.49244624517918,269.0,No,36.000986785098874,18.162805322218865,Low_spent_Medium_value_payments,270.4449694776283,Poor
14737,4334,8,Hudsonb,30.0,699802426.0,Journalist,12660.16,909.0133333333332,5.0,7.0,15.0,0.0,No Data,8.0,14.0,15.1,2.0,Standard,456.02,33.46263115825526,304.0,No,0.0,0.0,Low_spent_Small_value_payments,338.2549367415748,Poor
150911,37245,6,Greg Roumeliotish,38.0,149856915.0,Accountant,14871.095,942.2579166666668,3.0,3.0,7.0,2.0,"home equity loan,mortgage loan",14.0,0.0,8.62,5.0,Good,725.09,30.78360646263005,204.0,No,23.61909190569991,31.96897578959941,Low_spent_Small_value_payments,303.11140286035834,Good
98411,46170,6,Moonq,39.0,451514200.0,Accountant,145175.4,12016.95,3.0,1.0,6.0,1.0,personal loan,7.0,0.0,5.58,2.0,Good,1271.95,31.65350801819809,285.0,No,67.83706538387564,167.2909881915461,Low_spent_Large_value_payments,870.8588361297035,Good
136279,19973,2,Krudys,46.0,500317991.0,Manager,60593.8,5033.483333333334,3.0,4.0,12.0,2.0,"student loan,student loan",27.0,11.0,18.69,6.0,Standard,798.77,30.41191769471425,125.0,Yes,96.7119735950985,39.91795255855957,Low_spent_Large_value_payments,318.2499573543616,Standard
102409,38307,8,Joseph Lichtermanf,16.0,1067616.0,Writer,7798.79,885.8991666666667,8.0,8.0,32.0,7.0,"payday loan,auto loan,personal loan,personal loan,auto loan,credit-builder loan,home equity loan",18.0,18.0,8.39,7.0,Standard,2281.65,34.12390068914946,210.0,Yes,29.56821574560457,0.0,Low_spent_Medium_value_payments,309.50340037317693,Poor
24201,7265,4,t Astridn,25.0,55600860.0,Entrepreneur,96540.69,8068.0575,4.0,3.0,9.0,0.0,No Data,9.0,3.0,6.39,7.0,Good,582.53,33.24947732813296,186.0,No,0.0,108.69075473721696,Low_spent_Medium_value_payments,402.946487616336,Good
86566,24664,5,Jonasl,38.0,159064178.0,Journalist,113085.87,9531.8225,4.0,4.0,11.0,1.0,auto loan,12.0,1.0,8.37,4.0,Good,240.56,30.866754139784263,360.0,No,81.1029928492631,121.12674918694393,High_spent_Small_value_payments,934.5111354577922,Poor
107889,5475,4,Scottc,16.0,303549202.0,Developer,147620.68,12059.723333333332,5.0,7.0,5.0,0.0,No Data,3.0,12.0,11.9,7.0,Standard,1082.41,35.55974399985882,277.0,Yes,0.0,158.6242102600373,Low_spent_Medium_value_payments,940.9947887519236,Standard
87583,11283,2,Nick Edwardsl,26.0,71835848.0,Media_Manager,15591.37,1349.2808333333337,5.0,7.0,26.0,2.0,"not specified,credit-builder loan",5.0,12.0,14.5,13.0,Standard,1314.77,32.93614989667099,75.0,Yes,16.356494047018206,23.731686088214868,High_spent_Large_value_payments,325.6993919549526,Poor
53964,28775,7,Peter Laurias,50.0,383618635.0,Architect,173650.68,14516.89,4.0,4.0,2.0,4.0,"auto loan,personal loan,credit-builder loan,debt consolidation loan",5.0,0.0,2.55,3.0,Good,1076.16,24.85225214955976,331.0,No,412.5649343224894,159.02057213698288,Low_spent_Medium_value_payments,499.584399053296,Good
34678,26081,5,Olivia Oranq,20.0,498477214.0,Accountant,34642.94,3180.911666666667,3.0,5.0,7.0,3.0,"mortgage loan,credit-builder loan,payday loan",6.0,23.0,10.84,2.0,Standard,1079.65,37.154327244902014,320.0,Yes,49.685271311903456,28.740105373024573,High_spent_Large_value_payments,457.6708273401809,Standard
155314,25333,5,Alexein,54.0,272402510.0,Musician,99520.5,8479.375,3.0,1.0,5.0,3.0,"home equity loan,not specified,debt consolidation loan",5.0,5.0,4.08,3.0,Good,547.21,38.32160915752802,197.0,No,196.5285910727319,79.58852132223255,High_spent_Large_value_payments,811.8203876050355,Good
49441,45361,8,Skariachanv,46.0,999525088.0,Journalist,17708.33,1692.694166666667,8.0,9.0,23.0,7.0,"personal loan,debt consolidation loan,home equity loan,auto loan,debt consolidation loan,auto loan,payday loan",26.0,21.0,7.81,11.0,Bad,2250.37,35.597398596920925,176.0,Yes,64.02306031536233,24.47490702809665,High_spent_Medium_value_payments,310.63853228328065,Poor
105474,23119,1,Tomk,29.0,953380957.0,Teacher,57303.36,4949.28,9.0,9.0,31.0,6.0,"not specified,mortgage loan,not specified,not specified,not specified,payday loan",37.0,15.0,10.25,10.0,Bad,1341.14,22.59178775890524,207.0,Yes,250.1089993864728,80.67310708090137,High_spent_Large_value_payments,376.7829128927697,Poor
24618,34701,1,Steitzb,38.0,698274885.0,Manager,131296.92,10722.410000000002,4.0,3.0,12.0,3.0,"not specified,personal loan,home equity loan",7.0,0.0,8.879999999999997,2.0,Good,1029.35,31.26459892169123,323.0,No,231.00945321311627,188.3326519417941,High_spent_Small_value_payments,814.4121703119607,Good
137036,18018,3,Ritsuko Andod,24.0,824098654.0,Engineer,112282.4,9102.866666666669,4.0,3.0,16.0,0.0,No Data,26.0,14.0,9.63,3.0,Standard,1113.98,33.35173532484061,334.0,Yes,0.0,215.88473135142536,Low_spent_Small_value_payments,731.9995346635487,Standard
101274,18293,1,Doris Frankelq,51.0,389911194.0,Teacher,125049.78,10426.815,1.0,5.0,7.0,3.0,"payday loan,debt consolidation loan,auto loan",7.0,10.0,5.7,1.0,Good,593.96,31.79019975553869,233.0,No,178.13788576051354,156.9903573929773,Low_spent_Medium_value_payments,884.0430112940775,Good
140341,12535,8,Stevei,35.0,402041025.0,Journalist,36048.08,2949.0066666666667,3.0,7.0,14.0,2.0,"debt consolidation loan,payday loan",24.0,13.0,19.7,6.0,Standard,571.06,37.3652133076277,170.0,Yes,45.77263566451583,42.872471818073095,High_spent_Medium_value_payments,434.47488006322953,Standard
134640,42210,7,Leika Kiharaw,42.0,513429327.0,Musician,125905.84,10306.153333333334,6.0,4.0,18.0,1.0,not specified,14.0,8.0,19.72,3.0,Standard,1416.79,32.494171268681214,221.0,Yes,81.12026027517106,103.72281114204488,Low_spent_Small_value_payments,386.6717260058332,Standard
80310,29614,1,Alan Wheatleyx,14.0,357906128.0,Entrepreneur,64815.64,5627.303333333332,9.0,6.0,28.0,9.0,"mortgage loan,not specified,home equity loan,auto loan,auto loan,home equity loan,debt consolidation loan,auto loan,personal loan",55.0,18.0,25.79,11.0,Bad,2530.78,35.09962895039649,65.0,Yes,356.6974589951177,128.3087241042454,High_spent_Medium_value_payments,269.53983241854405,Poor
152208,27281,7,Makiv,39.0,978635965.0,Doctor,38964.65,3250.054166666667,1.0,6.0,11.0,0.0,No Data,12.0,5.0,3.02,1.0,Good,860.91,38.01989596595061,221.0,No,0.0,40.10857866298953,Low_spent_Large_value_payments,348.5685960253705,Standard
38554,22983,5,Jennifer Ablanp,29.0,650761704.0,Mechanic,33036.44,2881.036666666667,4.0,3.0,17.0,6.0,"payday loan,mortgage loan,not specified,auto loan,credit-builder loan,home equity loan",27.0,16.0,13.76,7.0,Standard,1377.16,34.42510596227632,79.0,Yes,143.14034480959944,21.611404678554923,Low_spent_Large_value_payments,161.10550326577638,Standard
19374,33740,1,Wahbao,34.0,889168033.0,Engineer,125047.24,10682.603333333334,2.0,5.0,9.0,0.0,No Data,11.0,4.0,7.83,0.0,Good,1223.02,30.235104322346764,323.0,No,0.0,98.0067922113495,High_spent_Large_value_payments,251.5697532440504,Standard
139329,39603,4,Mattf,40.0,810502169.0,Writer,16367.605,1221.9670833333332,5.0,7.0,9.0,4.0,"home equity loan,credit-builder loan,student loan,auto loan",2.0,3.0,10.06,1.0,Good,996.4,31.10130134667807,394.0,No,50.1927524079225,21.957356529556872,Low_spent_Medium_value_payments,271.60519494187054,Poor
7764,3153,7,Danv,19.0,269337962.0,Teacher,11970.955,1169.5795833333332,8.0,4.0,7.0,2.0,"payday loan,credit-builder loan",22.0,8.0,4.72,1.0,Standard,889.62,39.93833280329265,317.0,No,14.885194696934184,39.11298920131493,Low_spent_Small_value_payments,296.7741288242464,Standard
49389,22372,4,Sublerm,22.0,672843682.0,Media_Manager,14469.88,1382.823333333333,10.0,10.0,29.0,9.0,"debt consolidation loan,mortgage loan,personal loan,credit-builder loan,mortgage loan,auto loan,student loan,auto loan,auto loan",42.0,24.0,5.35,12.0,Bad,3349.7,33.688079784902065,98.0,Yes,61.64272276549457,22.98867748807644,Low_spent_Medium_value_payments,306.5357424400392,Poor
66862,44116,5,Caroline Valetkevitchx,31.0,77813204.0,Accountant,35149.91,2703.159166666667,4.0,6.0,15.0,0.0,No Data,19.0,9.0,8.0,1.0,Standard,476.09,40.62369204752082,261.0,Yes,0.0,31.85381652392243,Low_spent_Medium_value_payments,467.3173886251119,Standard
63009,32404,4,Costas Pitasw,32.0,446630451.0,Engineer,46162.62,3548.885,10.0,5.0,16.0,2.0,"personal loan,debt consolidation loan",41.0,19.0,6.45,7.0,Bad,1788.63,26.12986937446368,188.0,Yes,65.95681940846613,26.230049049576834,High_spent_Medium_value_payments,486.95277247061966,Poor
42826,6345,5,Scott Malonej,48.0,108932981.0,Doctor,31183.16,2760.596666666667,0.0,7.0,5.0,1.0,mortgage loan,1.0,12.0,2.46,1.0,Good,854.72,37.11433734536445,258.0,No,23.722774577842287,41.29778596593989,Low_spent_Small_value_payments,434.94471359434647,Standard
151209,38276,4,Clare Hutchisone,42.0,567565957.0,Journalist,44705.10000000001,3856.425000000001,7.0,10.0,19.0,2.0,"not specified,student loan",20.0,12.0,6.65,12.0,Standard,2026.71,28.78642590280485,91.0,Yes,53.02425173976759,82.5379233894963,Low_spent_Medium_value_payments,259.9857288992133,Poor
34727,27663,6,McCools,25.0,753325445.0,Media_Manager,48331.59,3847.4193946985097,7.0,9.0,32.0,6.0,"payday loan,debt consolidation loan,auto loan,not specified,student loan,auto loan",55.0,22.0,15.7,9.0,Bad,3465.91,30.056153274637605,144.0,Yes,457.038016509619,28.657812505477125,High_spent_Medium_value_payments,394.3287626012154,Good
75512,30953,3,Tomb,24.0,716177548.0,Developer,43904.46,3934.705,4.0,4.0,15.0,7.0,"credit-builder loan,debt consolidation loan,auto loan,auto loan,credit-builder loan,not specified,credit-builder loan",11.0,9.0,16.18,5.0,Standard,1385.28,37.55963660710343,202.0,Yes,250.36665302962447,71.72810995633422,High_spent_Medium_value_payments,247.49162635056885,Standard
95214,5103,1,Lukey,51.0,767082746.0,Media_Manager,18666.56,1323.5466666666666,3.0,4.0,11.0,4.0,"student loan,student loan,payday loan,credit-builder loan",3.0,5.0,3.67,2.0,Good,770.81,22.46784278224068,380.0,No,58.88604405341314,23.51206686674705,Low_spent_Medium_value_payments,223.7565676249064,Good
114324,42179,7,Halsn,19.0,790268070.0,Scientist,32179.72,2828.643333333333,8.0,10.0,34.0,4.0,"debt consolidation loan,auto loan,auto loan,not specified",17.0,16.0,15.3,13.0,Standard,2588.02,27.9442056405847,131.0,Yes,87.6666209732748,28.38495220814877,Low_spent_Small_value_payments,402.7653637245395,Poor
17460,20349,7,Dayp,38.0,154660698.0,Journalist,15590.68,1298.2233333333334,7.0,9.0,26.0,9.0,"mortgage loan,credit-builder loan,personal loan,mortgage loan,personal loan,payday loan,payday loan,not specified,credit-builder loan",46.0,16.0,28.98,7.0,Bad,4746.44,35.31237893418286,167.0,Yes,92.8893648423952,22.06202526310169,Low_spent_Large_value_payments,251.1755839152532,Standard
31749,35187,4,Steveo,34.0,187066371.0,Musician,30472.5,2270.375,3.0,7.0,27.0,7.0,"debt consolidation loan,auto loan,not specified,payday loan,auto loan,home equity loan,personal loan",21.0,14.0,14.87,6.0,Standard,1872.17,31.49513623125289,169.0,Yes,128.78518538714843,21.7248373956962,High_spent_Small_value_payments,295.19779720522394,Poor
97951,21574,2,Spiceri,43.0,264434655.0,Media_Manager,69895.56,5893.63,3.0,6.0,9.0,4.0,"payday loan,not specified,student loan,home equity loan",15.0,8.0,9.65,3.0,Good,91.34,34.5811548309021,195.0,No,154.58188683665853,48.03562794703231,High_spent_Large_value_payments,626.7454852163091,Poor
49477,17687,8,Jacke,55.0,52902364.0,Teacher,40023.81,3214.3175,2.0,5.0,5.0,4.0,"debt consolidation loan,credit-builder loan,payday loan,student loan",12.0,6.0,0.8,4.0,Good,1137.04,33.64987942015738,335.0,No,122.9857763390716,22.82053117972065,High_spent_Small_value_payments,308.39778928138713,Good
79547,3972,6,Rachel Wolcotte,34.0,618813518.0,Lawyer,17260.57,1347.3808333333334,3.0,3.0,18.0,7.0,"auto loan,payday loan,credit-builder loan,debt consolidation loan,debt consolidation loan,mortgage loan,student loan",13.0,15.0,12.36,11.0,Standard,1496.49,29.81585615139532,201.0,Yes,87.8714748095783,56.44340269013049,Low_spent_Medium_value_payments,261.3249663750741,Standard
52112,27097,3,Triciae,41.0,445537249.0,Lawyer,72389.88,6020.490000000002,4.0,4.0,15.0,4.0,"payday loan,personal loan,mortgage loan,debt consolidation loan",30.0,12.0,12.11,4.0,Standard,1144.45,28.0178297123582,65.0,Yes,144.7824118564135,77.41174472844347,High_spent_Medium_value_payments,589.2961811850016,Standard
139458,22915,1,Ashley Laut,29.0,132995339.0,Writer,69362.92,5944.243333333333,6.0,6.0,9.0,2.0,"home equity loan,student loan",26.0,9.0,11.41,3.0,Standard,1042.95,38.9662254155548,214.0,Yes,67.55351587031603,108.38241005900028,Low_spent_Small_value_payments,338.73648456960126,Standard
127305,44493,4,Kiharau,39.0,34213041.0,Engineer,14592.03,947.0025,8.0,9.0,23.0,6.0,"auto loan,home equity loan,home equity loan,student loan,payday loan,not specified",31.0,17.0,7.65,6.0,Bad,1673.76,32.789898974992255,139.0,Yes,55.29027463377206,11.855805964140696,Low_spent_Large_value_payments,283.09011633914645,Standard
153106,45875,5,Deepag,44.0,927288653.0,Musician,61699.1,5010.591666666666,4.0,4.0,12.0,0.0,No Data,16.0,5.0,8.51,3.0,Good,1320.78,26.67228739854241,349.0,No,0.0,42.05409590949078,High_spent_Medium_value_payments,607.5216241835648,Poor
76885,23887,8,Deepa Seetharamani,40.0,573842840.0,Architect,110398.13999999998,9007.845,4.0,3.0,11.0,3.0,"mortgage loan,not specified,debt consolidation loan",9.0,5.0,7.65,4.0,Good,901.05,31.855069921942853,360.0,No,167.29478822165316,126.58411513874265,High_spent_Large_value_payments,784.6490843343591,Good
30898,27238,5,Lauren Tarac,39.0,116731838.0,Manager,10640.355,1115.69625,6.0,3.0,13.0,2.0,"credit-builder loan,credit-builder loan",9.0,18.0,10.62,3.0,Standard,76.19,30.35529223347246,285.0,Yes,17.31503008207037,15.921275861245306,Low_spent_Small_value_payments,307.59486582191084,Standard
69958,35448,5,Mortimerw,24.0,579140774.0,Accountant,63010.84,5550.903333333333,1.0,5.0,6.0,1.0,payday loan,16.0,12.0,8.19,1.0,Good,180.51,29.3964648858068,308.0,NM,34.692736274086435,66.97237962509944,Low_spent_Small_value_payments,591.3436901489929,Poor
66174,46703,1,Lucia Mutikanip,20.0,886596339.0,Doctor,9748.985,610.4154166666667,10.0,9.0,25.0,2.0,"personal loan,personal loan",47.0,11.0,4.4700000000000015,11.0,Standard,2283.16,27.70974102751992,219.0,Yes,16.096925335740067,0.0,Low_spent_Large_value_payments,283.32440952873503,Poor
120228,37501,7,Leongh,37.0,387286212.0,Media_Manager,35719.4,2802.616666666667,3.0,2.0,11.0,2.0,"payday loan,home equity loan",9.0,10.0,9.54,7.0,Good,1468.61,33.72803873478456,253.0,No,48.00661005084776,69.36483993994916,Low_spent_Small_value_payments,150.98256653258125,Good
40786,30879,5,Megan Daviesy,15.0,54666794.0,Teacher,52882.77,4455.8975,6.0,10.0,25.0,7.0,"debt consolidation loan,personal loan,credit-builder loan,mortgage loan,mortgage loan,home equity loan,payday loan",52.0,18.0,9.95,10.0,Bad,2368.63,34.05036163110082,71.0,Yes,158.7561952328311,53.78699932705053,High_spent_Medium_value_payments,373.9429124885455,Poor
50815,27317,2,Andreas Rinkeq,20.0,626074067.0,Teacher,81995.32,7087.943333333334,3.0,7.0,5.0,4.0,"mortgage loan,home equity loan,not specified,mortgage loan",20.0,10.0,9.47,4.0,Standard,193.78,35.34431166393254,234.0,Yes,175.9027800666592,55.76205257257688,High_spent_Large_value_payments,717.1295006940975,Standard
149146,50181,5,Aditi Shahj,40.0,600103827.0,Scientist,90662.43,7701.2025,8.0,5.0,8.0,6.0,"student loan,debt consolidation loan,not specified,student loan,student loan,mortgage loan",21.0,12.0,13.76,8.0,Standard,208.35,39.95612701449477,139.0,Yes,267.18391249621243,51.10329233930394,Low_spent_Small_value_payments,158.28553913121146,Standard
20783,7642,6,Soyoung Kimd,27.0,333565238.0,Mechanic,20060.23,1873.6858333333328,6.0,5.0,34.0,9.0,"auto loan,payday loan,personal loan,not specified,payday loan,credit-builder loan,credit-builder loan,home equity loan,not specified",17.0,19.0,25.32,16.0,Bad,2844.99,38.48764814877373,58.0,Yes,148.52392678361446,35.76305969570508,Low_spent_Small_value_payments,262.27389522837905,Standard
17388,43068,7,Jonathan Leffk,22.0,42497943.0,Doctor,23195.18,1768.9316666666666,8.0,6.0,14.0,5.0,"debt consolidation loan,home equity loan,auto loan,home equity loan,not specified",6.0,8.0,14.52,8.0,Standard,458.8,33.450458736231106,201.0,Yes,53.429503407349046,17.139052988874163,High_spent_Large_value_payments,323.41371610281914,Standard
10219,44835,2,Nick Edwardsg,37.0,231013965.0,Musician,17164.72,1223.3933333333334,10.0,6.0,19.0,9.0,"not specified,personal loan,credit-builder loan,home equity loan,student loan,not specified,credit-builder loan,personal loan,personal loan",29.0,19.0,25.15,7.0,Bad,4813.02,33.45696117763091,126.0,Yes,99.1263779692473,0.0,Low_spent_Small_value_payments,188.6114485344039,Poor
103410,9181,1,Stella Dawsonn,46.0,117064475.0,Manager,29819.42,2413.9516666666664,7.0,5.0,16.0,4.0,"personal loan,credit-builder loan,payday loan,debt consolidation loan",9.0,8.0,9.64,3.0,Standard,1379.69,34.755042395193485,297.0,No,89.1634187085772,17.381175788786564,Low_spent_Small_value_payments,145.10461750004032,Standard
132659,20245,6,Reneeu,46.0,419977180.0,Manager,110375.04,9345.92,5.0,3.0,11.0,1.0,not specified,3.0,8.0,10.12,3.0,Good,1449.78,33.7731381954147,394.0,No,83.07440212919626,79.03198293736499,High_spent_Small_value_payments,589.3565494759179,Good
118892,4049,3,Frewy,31.0,389556408.0,Architect,78666.56999999999,6485.5475,4.0,5.0,17.0,4.0,"not specified,personal loan,home equity loan,debt consolidation loan",29.0,15.0,0.63,0.0,Standard,1498.7,35.767532276828064,264.0,No,247.85114466764472,58.49699428673007,Low_spent_Medium_value_payments,491.1752339555079,Standard
110874,6206,1,Alison Griswoldn,41.0,269195115.0,Scientist,19191.52,1872.293333333333,8.0,5.0,19.0,8.0,"credit-builder loan,personal loan,not specified,student loan,auto loan,home equity loan,payday loan,credit-builder loan",42.0,20.0,17.9,9.0,Bad,2571.56,26.106552453816363,10.0,Yes,105.27768363297994,26.85051489266429,Low_spent_Large_value_payments,281.433142947056,Standard
111516,5007,7,McCranko,30.0,569149292.0,Entrepreneur,20483.84,1811.986666666667,7.0,7.0,32.0,8.0,"student loan,mortgage loan,auto loan,home equity loan,student loan,debt consolidation loan,home equity loan,student loan",41.0,23.0,4.75,6.0,Bad,2469.37,31.47480341669648,112.0,Yes,106.13003229813722,19.93423418689248,Low_spent_Small_value_payments,241.1877861352013,Poor
148981,1437,8,Dave Clarkev,53.0,194980440.0,Musician,119514.03,10031.5025,2.0,3.0,2.0,3.0,"personal loan,credit-builder loan,debt consolidation loan",0.0,9.0,8.17,1.0,Good,499.12,38.90159685381353,268.0,No,165.72377189507796,84.25312455466562,High_spent_Large_value_payments,855.3608309139024,Good
148883,11207,6,Schneyere,17.0,407945689.0,Accountant,51312.9,4425.075,10.0,8.0,29.0,4.0,"home equity loan,debt consolidation loan,credit-builder loan,home equity loan",40.0,15.0,17.0,8.0,Bad,1498.55,31.87784046130025,106.0,NM,146.70764518321755,28.84313487104724,High_spent_Medium_value_payments,386.4836131905792,Standard
78955,32951,2,Ernestl,14.0,739399305.0,Architect,62646.42,5440.535,6.0,4.0,29.0,3.0,"personal loan,auto loan,not specified",12.0,14.0,13.44,12.0,Standard,2159.47,35.31189294030554,118.0,Yes,83.82403566642373,73.58506605670411,High_spent_Small_value_payments,441.10553750923225,Poor
14058,30022,1,Brownt,24.0,865510008.0,Entrepreneur,11866.345,984.8620833333332,7.0,7.0,20.0,1.0,credit-builder loan,17.0,19.0,17.73,6.0,Standard,276.34,25.52309343754208,289.0,NM,8.367989377877612,15.24981863225956,Low_spent_Medium_value_payments,271.30451080491514,Standard
71279,32561,6,Emeliad,56.0,630244636.0,Mechanic,69388.26,5543.355,2.0,4.0,6.0,0.0,No Data,6.0,1.0,9.16,2.0,Good,819.98,41.9221785298934,264.0,No,0.0,63.441601600602006,High_spent_Medium_value_payments,598.9807691361651,Poor
116253,46644,4,Donny Kwoka,41.0,399608339.0,Entrepreneur,67500.54,5642.044999999999,7.0,5.0,15.0,5.0,"debt consolidation loan,student loan,not specified,credit-builder loan,auto loan",24.0,9.0,12.47,8.0,Standard,1080.51,26.752149991447844,92.0,Yes,273.95237232126624,104.41663286020994,High_spent_Medium_value_payments,435.8354948185238,Standard
134722,30779,5,David Baileyy,46.0,24412966.0,Teacher,21537.99,1530.8325000000002,5.0,5.0,15.0,0.0,No Data,8.0,8.0,11.85,4.0,Standard,599.23,40.30237870569115,203.0,No,0.0,33.2907047148321,Low_spent_Medium_value_payments,353.9275000839232,Standard
141945,17411,4,Dominic Lauc,39.0,466309517.0,Writer,132895.5,11181.625,1.0,2.0,1.0,2.0,"payday loan,auto loan",4.0,3.0,6.64,1.0,Good,1327.87,25.97760707418377,310.0,No,132.0324482411133,192.31286578292176,Low_spent_Medium_value_payments,695.057156125059,Good
114154,36578,5,Sonalit,36.0,391594407.0,Teacher,44599.14,3719.595,0.0,7.0,4.0,3.0,"payday loan,not specified,student loan",4.0,5.0,9.99,4.0,Good,694.02,37.01133402620471,283.0,No,83.75037957868395,63.69478779137626,Low_spent_Small_value_payments,346.1586438458255,Good
94604,36926,3,Piersonr,34.0,624033270.0,Writer,57107.44,4629.953333333334,8.0,7.0,9.0,4.0,"personal loan,debt consolidation loan,auto loan,auto loan",10.0,13.0,22.42,8.0,Standard,2112.32,40.998767141396094,101.0,Yes,175.42942226520088,76.26772003169445,High_spent_Medium_value_payments,438.9255283035496,Poor
45837,37944,4,Emily Stephensons,22.0,397813808.0,Scientist,7156.425,413.36875,10.0,6.0,31.0,5.0,"home equity loan,not specified,not specified,not specified,student loan",53.0,15.0,6.27,6.0,Bad,1415.97,25.636058083742533,139.0,NM,18.88157799217587,0.0,High_spent_Small_value_payments,271.0779039236496,Standard
66046,50897,5,Greg Roumeliotisz,35.0,69441610.0,Doctor,9548.815,535.7345833333334,4.0,3.0,18.0,2.0,"debt consolidation loan,home equity loan",25.0,15.0,11.8,5.0,Standard,1651.16,25.32139368569497,207.0,Yes,8.693717318052272,10.710388954758225,Low_spent_Large_value_payments,289.3304498391895,Standard
7112,8678,3,Strupczewskid,48.0,328756365.0,Media_Manager,94554.87,7914.572499999998,2.0,6.0,2.0,0.0,No Data,9.0,1.0,9.24,3.0,Good,1487.9,36.70593008073738,267.0,No,0.0,98.174684970301,Low_spent_Large_value_payments,607.7088494176222,Good
101118,3643,1,Jim Wolfn,15.0,580753047.0,Manager,56425.6,4438.133333333333,6.0,10.0,33.0,3.0,"credit-builder loan,student loan,credit-builder loan",50.0,11.0,19.33,8.0,Standard,2523.41,33.46969326953264,135.0,Yes,71.89759981557859,58.016354386011045,Low_spent_Small_value_payments,402.55180810088,Poor
83892,33399,7,Bartzi,28.0,226368093.0,Media_Manager,125982.48,10235.54,4.0,5.0,1.0,4.0,"auto loan,home equity loan,debt consolidation loan,student loan",1.0,2.0,4.44,2.0,Good,1274.76,43.33604404209942,190.0,No,247.7392335203187,75.16516644655854,High_spent_Medium_value_payments,667.4264907705018,Standard
91703,27927,6,Niveditar,36.0,584621775.0,Scientist,35942.96,3081.2466666666664,4.0,3.0,20.0,4.0,"not specified,payday loan,mortgage loan,auto loan",6.0,15.0,4.92,4.0,Standard,707.38,32.719355300005915,320.0,NM,116.01955324194746,69.64922355672462,Low_spent_Large_value_payments,228.5599408292666,Standard
74471,22490,6,Ellen Freilichz,39.0,98897391.0,Accountant,31407.1,2615.258333333333,7.0,7.0,29.0,8.0,"personal loan,mortgage loan,credit-builder loan,mortgage loan,debt consolidation loan,credit-builder loan,personal loan,debt consolidation loan",26.0,25.0,24.16,11.0,Bad,2949.79,26.418280004827967,79.0,Yes,115.20687324624404,51.34676260915258,Low_spent_Small_value_payments,337.0730289252164,Standard
108001,12299,8,Reese Ewingy,37.0,862788936.0,Mechanic,8394.57,818.5475,7.0,7.0,28.0,5.0,"debt consolidation loan,debt consolidation loan,not specified,payday loan,auto loan",5.0,6.0,22.03,9.0,Standard,1812.46,21.80482189502799,96.0,Yes,29.9077094219483,15.186118327234198,High_spent_Medium_value_payments,269.20685027602667,Poor
134111,36219,6,Luciao,43.0,448732560.0,Mechanic,33990.85,2569.570833333333,5.0,4.0,2.0,0.0,No Data,19.0,11.0,7.59,0.0,Good,1439.4,33.132434185249096,368.0,No,0.0,31.52428082248011,High_spent_Small_value_payments,441.4925513606764,Good
34930,24126,5,"OGrady""z",31.0,956171632.0,Architect,29020.27,2456.355833333333,2.0,4.0,7.0,1.0,home equity loan,0.0,6.0,8.29,0.0,Good,536.36,30.5377042037538,381.0,No,12.127443298919683,73.00838884372018,Low_spent_Small_value_payments,435.10485355320367,Poor
75678,34875,1,Jessica Wohlg,44.0,436256139.0,Mechanic,19092.585,1300.04875,0.0,7.0,12.0,1.0,home equity loan,19.0,3.0,6.109999999999999,4.0,Good,136.25,32.6712830259906,200.0,No,9.390404494385884,21.236050875667463,Low_spent_Medium_value_payments,351.0086714670547,Poor
